index,TCP_Number,Year,cleaned_year
1152,A03149,1625,1625
1153,A03153,1620,1620
1154,A03154,1625,1625
1155,A03164,1600,1600
1156,A03165,1554,1554
1157,A03166,1557,1557
1158,A03167,1562,1562
1159,A03168,1546,1546
1160,A03171,1550,1550
1161,A03173,1555,1555
1162,A03174,1560,1560
1163,A03175,1533,1533
1164,A03177,1544,1544
1165,A03179,1534,1534
1166,A03181,1544,1544
1167,A03184,1556,1556
1168,A03185,1612,1612
1169,A03186,1610,1610
1170,A03187,1630,1630
1171,A03188,1640,1640
1172,A03189,1613,1613
1173,A03190,1636,1636
1174,A03192,1637,1637
1175,A03193,1631,1631
1176,A03195,1633,1633
1177,A03196,1640,1640
1178,A03197,1607,1607
1179,A03200,1635,1635
1180,A03201,1631,1631
1181,A03202,1615,1615
1182,A03203,1613,1613
1183,A03204,1625,1625
1184,A03205,1611,1611
1185,A03206,1624,1624
1186,A03207,1635,1635
1187,A03208,1605,1605
1188,A03210,1638,1638
1189,A03217,1606,1606
1190,A03223,1632,1632
1191,A03224,1600,1600
1192,A03228,1632,1632
1193,A03229,1633,1633
1194,A03230,1637,1637
1195,A03231,1600,1600
1196,A03233,1639,1639
1197,A03234,1631,1631
1198,A03235,1636,1636
1199,A03238,1613,1613
1200,A03239,1635,1635
1201,A03240,1634,1634
1202,A03241,1637,1637
1203,A03242,1638,1638
1204,A03243,1623,1623
1205,A03244,1608,1608
1206,A03248,1637,1637
1207,A03250,1609,1609
1208,A03251,1637,1637
1209,A03253,1636,1636
1210,A03255,1638,1638
1211,A03256,1607,1607
1212,A03258,1634,1634
1213,A03264,1603,1603
1214,A03272,1613,1613
1215,A03284,1584,1584
1216,A03292,1616,1616
1217,A03304,1604,1604
1218,A03306,1618,1618
1219,A03312,1595,1595
1220,A03315,1525,1525
1221,A03318,1528,1528
1222,A03319,1482,1482
1223,A03321,1593,1593
1224,A03325,1602,1602
1225,A03326,1574,1574
1226,A03327,1619,1619
1227,A03330,1630,1630
1228,A03335,1624,1624
1229,A03337,1554,1554
1230,A03339,1633,1633
1231,A03342,1632,1632
1232,A03343,1635,1635
1233,A03345,1592,1592
1234,A03349,1588,1588
1235,A03361,1581,1581
1236,A03362,1613,1613
1237,A03363,1574,1574
1238,A03364,1577,1577
1239,A03378,1576,1576
1240,A03379,1638,1638
1241,A03380,1599,1599
1242,A03388,1606,1606
1243,A03389,1604,1604
1244,A03395,1628,1628
1245,A03398,1593,1593
1246,A03400,1610,1610
1247,A03402,1638,1638
1248,A03403,1620,1620
1249,A03404,1605,1605
1250,A03405,1610,1610
1251,A03406,1633,1633
1252,A03408,1580,1580
1253,A03415,1639,1639
1254,A03420,1638,1638
1255,A03429,1640,1640
1256,A03430,1554,1554
1257,A03431,1555,1555
1258,A03432,1567,1567
1259,A03434,1577,1577
1260,A03435,1562,1562
1261,A03439,1555,1555
1262,A03440,1554,1554
1263,A03445,1612,1612
1264,A03448,1577,1577
1265,A03452,1621,1621
1266,A03456,1589,1589
1267,A03467,1578,1578
1268,A03468,1590,1590
1269,A03469,1625,1625
1270,A03470,1603,1603
1271,A03472,1594,1594
1272,A03476,1622,1622
1273,A03477,1622,1622
1274,A03479,1575,1575
1275,A03482,1572,1572
1276,A03484,1508,1508
1277,A03489,1497,1497
1278,A03497,1626,1626
1279,A03504,1603,1603
1280,A03505,1624,1624
1281,A03508,1581,1581
1282,A03512,1611,1611
1283,A03513,1598,1598
1284,A03515,1615,1615
1285,A03519,1547,1547
1286,A03549,1571,1571
1287,A03564,1523,1523
1288,A03584,1612,1612
1289,A03585,1612,1612
1290,A03586,1612,1612
1291,A03589,1612,1612
1292,A03590,1604,1604
1293,A03597,1612,1612
1294,A03598,1614,1614
1295,A03611,1632,1632
1296,A03618,1547,1547
1297,A03619,1562,1562
1298,A03620,1580,1580
1299,A03621,1547,1547
1300,A03622,1549,1549
1301,A03627,1562,1562
1302,A03628,1549,1549
1303,A03631,1551,1551
1304,A03632,1550,1550
1305,A03634,1553,1553
1306,A03636,1549,1549
1307,A03659,1620,1620
1308,A03670,1567,1567
1309,A03679,1565,1565
1310,A03680,1566,1566
1311,A03691,1566,1566
1312,A03694,1614,1614
1313,A03697,1617,1617
1314,A03702,1591,1591
1315,A03705,1631,1631
1316,A03715,1530,1530
1317,A03723,1573,1573
1318,A03727,1521,1521
1319,A03728,1518,1518
1320,A03730,1640,1640
1321,A03731,1588,1588
1322,A03733,1640,1640
1323,A03734,1613,1613
1324,A03742,1557,1557
1325,A03747,1581,1581
1326,A03749,1569,1569
1327,A03752,1640,1640
1328,A03753,1623,1623
1329,A03754,1568,1568
1330,A03755,1581,1581
1331,A03756,1570,1570
1332,A03769,1567,1567
1333,A03771,1594,1594
1334,A03778,1606,1606
1335,A03783,1628,1628
1336,A03784,1629,1629
1337,A03786,1631,1631
1338,A03787,1584,1584
1339,A03796,1622,1622
1340,A03797,1640,1640
1341,A03804,1587,1587
1342,A03805,1577,1577
1343,A03807,1627,1627
1344,A03825,1572,1572
1345,A03826,1599,1599
1346,A03827,1594,1594
1347,A03828,1594,1594
1348,A03829,1602,1602
1349,A03833,1594,1594
1350,A03834,1605,1605
1351,A03835,1605,1605
1352,A03836,1605,1605
1353,A03837,1613,1613
1354,A03838,1617,1617
1355,A03840,1621,1621
1356,A03841,1580,1580
1357,A03842,1607,1607
1358,A03845,1640,1640
1359,A03860,1595,1595
1360,A03861,1578,1578
1361,A03862,1583,1583
1362,A03875,1631,1631
1363,A03880,1614,1614
1364,A03881,1614,1614
1365,A03882,1614,1614
1366,A03883,1614,1614
1367,A03884,1614,1614
1368,A03886,1601,1601
1369,A03887,1600,1600
1370,A03888,1618,1618
1371,A03890,1595,1595
1372,A03903,1593,1593
1373,A03909,1560,1560
1374,A03912,1560,1560
1375,A03916,1533,1533
1376,A03917,1536,1536
1377,A03920,1619,1619
1378,A03921,1596,1596
1379,A03922,1615,1615
1380,A03924,1638,1638
1381,A03925,1598,1598
1382,A03932,1620,1620
1383,A03935,1494,1494
1384,A03936,1507,1507
1385,A03939,1566,1566
1386,A03945,1600,1600
1387,A03952,1614,1614
1388,A03961,1588,1588
1389,A03963,1595,1595
1390,A03972,1518,1518
1391,A03975,1517,1517
1392,A03976,1511,1511
1393,A03983,1517,1517
1394,A03985,1520,1520
1395,A03987,1524,1524
1396,A03988,1515,1515
1397,A03990,1489,1489
1398,A03992,1517,1517
1399,A03995,1510,1510
1400,A03999,1515,1515
1401,A04005,1487,1487
1402,A04006,1520,1520
1403,A04009,1498,1498
1404,A04010,1520,1520
1405,A04012,1520,1520
1406,A04014,1480,1480
1407,A04017,1522,1522
1408,A04018,1508,1508
1409,A04019,1518,1518
1410,A04023,1609,1609
1411,A04026,1608,1608
1412,A04036,1576,1576
1413,A04041,1494,1494
1414,A04050,1525,1525
1415,A04052,1565,1565
1416,A04053,1557,1557
1417,A04056,1622,1622
1418,A04076,1625,1625
1419,A04077,1599,1599
1420,A04086,1572,1572
1421,A04099,1609,1609
1422,A04102,1624,1624
1423,A04103,1561,1561
1424,A04104,1625,1625
1425,A04105,1569,1569
1426,A04107,1570,1570
1427,A04108,1564,1564
1428,A04122,1629,1629
1429,A04132,1534,1534
1430,A04137,1533,1533
1431,A04138,1607,1607
1432,A04139,1611,1611
1433,A04154,1628,1628
1434,A04155,1640,1640
1435,A04156,1609,1609
1436,A04157,1603,1603
1437,A04159,1624,1624
1438,A04160,1622,1622
1439,A04163,1612,1612
1440,A04164,1623,1623
1441,A04165,1614,1614
1442,A04166,1625,1625
1443,A04167,1637,1637
1444,A04168,1635,1635
1445,A04187,1615,1615
1446,A04189,1634,1634
1447,A04190,1617,1617
1448,A04191,1625,1625
1449,A04192,1638,1638
1450,A04194,1629,1629
1451,A04195,1627,1627
1452,A04199,1616,1616
1453,A04206,1568,1568
1454,A04209,1625,1625
1455,A04242,1604,1604
1456,A04243,1597,1597
1457,A04250,1616,1616
1458,A04254,1584,1584
1459,A04258,1603,1603
1460,A04261,1618,1618
1461,A04267,1618,1618
1462,A04270,1619,1619
1463,A04286,1609,1609
1464,A04306,1637,1637
1465,A04316,1603,1603
1466,A04321,1618,1618
1467,A04327,1618,1618
1468,A04328,1608,1608
1469,A04334,1597,1597
1470,A04339,1625,1625
1471,A04340,1625,1625
1472,A04341,1607,1607
1473,A04344,1612,1612
1474,A04345,1609,1609
1475,A04347,1625,1625
1476,A04357,1607,1607
1477,A04362,1630,1630
1478,A04363,1496,1496
1479,A04369,1576,1576
1480,A04372,1590,1590
1481,A04376,1601,1601
1482,A04384,1630,1630
1483,A04387,1499,1499
1484,A04388,1606,1606
1485,A04391,1614,1614
1486,A04400,1623,1623
1487,A04401,1580,1580
1488,A04406,1630,1630
1489,A04407,1626,1626
1490,A04411,1613,1613
1491,A04416,1601,1601
1492,A04417,1640,1640
1493,A04425,1606,1606
1494,A04428,1484,1484
1495,A04429,1634,1634
1496,A04430,1543,1543
1497,A04434,1604,1604
1498,A04458,1562,1562
1499,A04459,1564,1564
1500,A04462,1595,1595
1501,A04463,1583,1583
1502,A04468,1567,1567
1503,A04472,1584,1584
1504,A04474,1565,1565
1505,A04477,1581,1581
1506,A04479,1531,1531
1507,A04480,1607,1607
1508,A04482,1560,1560
1509,A04483,1582,1582
1510,A04488,1530,1530
1511,A04489,1528,1528
1512,A04491,1553,1553
1513,A04494,1623,1623
1514,A04495,1624,1624
1515,A04498,1625,1625
1516,A04499,1595,1595
1517,A04510,1544,1544
1518,A04512,1542,1542
1519,A04520,1611,1611
1520,A04522,1510,1510
1521,A04524,1541,1541
1522,A04525,1621,1621
1523,A04527,1553,1553
1524,A04532,1579,1579
1525,A04539,1607,1607
1526,A04541,1606,1606
1527,A04542,1595,1595
1528,A04546,1535,1535
1529,A04547,1623,1623
1530,A04549,1595,1595
1531,A04550,1603,1603
1532,A04551,1612,1612
1533,A04553,1620,1620
1534,A04554,1603,1603
1535,A04555,1596,1596
1536,A04556,1597,1597
1537,A04560,1631,1631
1538,A04561,1591,1591
1539,A04564,1592,1592
1540,A04567,1593,1593
1541,A04568,1607,1607
1542,A04569,1635,1635
1543,A04571,1612,1612
1544,A04576,1609,1609
1545,A04577,1601,1601
1546,A04581,1609,1609
1547,A04585,1640,1640
1548,A04586,1595,1595
1549,A04587,1630,1630
1550,A04588,1630,1630
1551,A04589,1619,1619
1552,A04598,1546,1546
1553,A04599,1638,1638
1554,A04600,1634,1634
1555,A04613,1600,1600
1556,A04616,1609,1609
1557,A04617,1607,1607
1558,A04618,1614,1614
1559,A04619,1635,1635
1560,A04623,1631,1631
1561,A04626,1625,1625
1562,A04627,1633,1633
1563,A04632,1616,1616
1564,A04633,1631,1631
1565,A04636,1612,1612
1566,A04637,1604,1604
1567,A04639,1609,1609
1568,A04640,1611,1611
1569,A04643,1608,1608
1570,A04644,1631,1631
1571,A04647,1601,1601
1572,A04648,1600,1600
1573,A04651,1640,1640
1574,A04652,1625,1625
1575,A04653,1601,1601
1576,A04654,1606,1606
1577,A04655,1631,1631
1578,A04656,1624,1624
1579,A04658,1631,1631
1580,A04661,1637,1637
1581,A04673,1594,1594
1582,A04680,1602,1602
1583,A04692,1635,1635
1584,A04693,1535,1535
1585,A04694,1535,1535
1586,A04695,1549,1549
1587,A04696,1545,1545
1588,A04699,1543,1543
1589,A04700,1546,1546
1590,A04701,1544,1544
1591,A04702,1534,1534
1592,A04703,1543,1543
1593,A04705,1632,1632
1594,A04712,1565,1565
1595,A04713,1615,1615
1596,A04714,1535,1535
1597,A04725,1605,1605
1598,A04735,1625,1625
1599,A04736,1594,1594
1600,A04762,1617,1617
1601,A04764,1580,1580
1602,A04766,1622,1622
1603,A04770,1598,1598
1604,A04775,1625,1625
1605,A04785,1593,1593
1606,A04786,1578,1578
1607,A04787,1546,1546
1608,A04792,1501,1501
1609,A04793,1587,1587
1610,A04794,1577,1577
1611,A04795,1625,1625
1612,A04796,1626,1626
1613,A04799,1629,1629
1614,A04800,1609,1609
1615,A04803,1593,1593
1616,A04806,1553,1553
1617,A04807,1548,1548
1618,A04808,1571,1571
1619,A04810,1555,1555
1620,A04814,1633,1633
1621,A04824,1638,1638
1622,A04826,1621,1621
1623,A04828,1621,1621
1624,A04830,1603,1603
1625,A04836,1626,1626
1626,A04838,1640,1640
1627,A04840,1625,1625
1628,A04843,1607,1607
1629,A04845,1599,1599
1630,A04849,1620,1620
1631,A04850,1619,1619
1632,A04851,1607,1607
1633,A04852,1608,1608
1634,A04853,1608,1608
1635,A04854,1614,1614
1636,A04857,1625,1625
1637,A04859,1617,1617
1638,A04862,1630,1630
1639,A04863,1598,1598
1640,A04872,1597,1597
1641,A04873,1570,1570
1642,A04874,1638,1638
1643,A04881,1611,1611
1644,A04887,1600,1600
1645,A04888,1594,1594
1646,A04890,1550,1550
1647,A04892,1570,1570
1648,A04893,1571,1571
1649,A04894,1569,1569
1650,A04895,1637,1637
1651,A04896,1631,1631
1652,A04898,1628,1628
1653,A04899,1633,1633
1654,A04906,1580,1580
1655,A04907,1640,1640
1656,A04909,1639,1639
1657,A04910,1524,1524
1658,A04911,1603,1603
1659,A04916,1623,1623
1660,A04918,1554,1554
1661,A04919,1635,1635
1662,A04920,1560,1560
1663,A04922,1572,1572
1664,A04923,1558,1558
1665,A04924,1556,1556
1666,A04926,1554,1554
1667,A04928,1558,1558
1668,A04930,1580,1580
1669,A04931,1566,1566
1670,A04936,1583,1583
1671,A04941,1605,1605
1672,A04942,1592,1592
1673,A04960,1572,1572
1674,A04978,1632,1632
1675,A04979,1560,1560
1676,A04988,1585,1585
1677,A04989,1594,1594
1678,A05025,1591,1591
1679,A05033,1628,1628
1680,A05036,1590,1590
1681,A05037,1590,1590
1682,A05038,1548,1548
1683,A05040,1623,1623
1684,A05042,1629,1629
1685,A05046,1575,1575
1686,A05047,1600,1600
1687,A05049,1565,1565
1688,A05059,1595,1595
1689,A05062,1621,1621
1690,A05063,1545,1545
1691,A05064,1547,1547
1692,A05073,1589,1589
1693,A05074,1588,1588
1694,A05076,1559,1559
1695,A05082,1630,1630
1696,A05089,1591,1591
1697,A05090,1591,1591
1698,A05092,1614,1614
1699,A05094,1586,1586
1700,A05099,1594,1594
1701,A05105,1618,1618
1702,A05107,1584,1584
1703,A05113,1611,1611
1704,A05115,1636,1636
1705,A05123,1583,1583
1706,A05124,1509,1509
1707,A05126,1589,1589
1708,A05140,1634,1634
1709,A05141,1549,1549
1710,A05142,1549,1549
1711,A05143,1562,1562
1712,A05146,1634,1634
1713,A05152,1537,1537
1714,A05156,1553,1553
1715,A05158,1550,1550
1716,A05159,1484,1484
1717,A05161,1639,1639
1718,A05163,1581,1581
1719,A05166,1622,1622
1720,A05167,1621,1621
1721,A05168,1625,1625
1722,A05169,1626,1626
1723,A05170,1625,1625
1724,A05171,1628,1628
1725,A05172,1638,1638
1726,A05176,1623,1623
1727,A05179,1556,1556
1728,A05180,1570,1570
1729,A05182,1587,1587
1730,A05183,1593,1593
1731,A05184,1596,1596
1732,A05185,1586,1586
1733,A05186,1572,1572
1734,A05188,1596,1596
1735,A05195,1631,1631
1736,A05202,1566,1566
1737,A05206,1605,1605
1738,A05223,1609,1609
1739,A05225,1623,1623
1740,A05226,1617,1617
1741,A05230,1617,1617
1742,A05232,1473,1473
1743,A05237,1582,1582
1744,A05241,1492,1492
1745,A05245,1630,1630
1746,A05246,1606,1606
1747,A05251,1487,1487
1748,A05257,1634,1634
1749,A05259,1616,1616
1750,A05269,1588,1588
1751,A05270,1588,1588
1752,A05277,1592,1592
1753,A05279,1605,1605
1754,A05280,1609,1609
1755,A05281,1606,1606
1756,A05282,1612,1612
1757,A05284,1613,1613
1758,A05286,1557,1557
1759,A05287,1638,1638
1760,A05290,1613,1613
1761,A05291,1603,1603
1762,A05293,1621,1621
1763,A05295,1544,1544
1764,A05296,1545,1545
1765,A05297,1582,1582
1766,A05298,1546,1546
1767,A05299,1543,1543
1768,A05300,1549,1549
1769,A05301,1542,1542
1770,A05302,1589,1589
1771,A05305,1621,1621
1772,A05310,1539,1539
1773,A05312,1587,1587
1774,A05313,1576,1576
1775,A05317,1613,1613
1776,A05320,1631,1631
1777,A05322,1638,1638
1778,A05323,1634,1634
1779,A05324,1629,1629
1780,A05325,1575,1575
1781,A05326,1619,1619
1782,A05331,1600,1600
1783,A05334,1574,1574
1784,A05335,1594,1594
1785,A05339,1609,1609
1786,A05351,1572,1572
1787,A05352,1569,1569
1788,A05360,1577,1577
1789,A05367,1634,1634
1790,A05370,1631,1631
1791,A05371,1621,1621
1792,A05379,1607,1607
1793,A05380,1608,1608
1794,A05382,1627,1627
1795,A05383,1618,1618
1796,A05386,1620,1620
1797,A05387,1607,1607
1798,A05388,1573,1573
1799,A05389,1563,1563
1800,A05390,1550,1550
1801,A05393,1551,1551
1802,A05394,1550,1550
1803,A05397,1550,1550
1804,A05398,1609,1609
1805,A05400,1575,1575
1806,A05406,1620,1620
1807,A05407,1602,1602
1808,A05408,1624,1624
1809,A05410,1595,1595
1810,A05414,1600,1600
1811,A05418,1637,1637
1812,A05421,1625,1625
1813,A05458,1598,1598
1814,A05462,1629,1629
1815,A05465,1640,1640
1816,A05468,1632,1632
1817,A05479,1615,1615
1818,A05510,1633,1633
1819,A05516,1525,1525
1820,A05532,1565,1565
1821,A05533,1619,1619
1822,A05535,1621,1621
1823,A05547,1538,1538
1824,A05548,1554,1554
1825,A05554,1604,1604
1826,A05555,1637,1637
1827,A05559,1548,1548
1828,A05560,1625,1625
1829,A05562,1598,1598
1830,A05567,1584,1584
1831,A05569,1598,1598
1832,A05575,1595,1595
1833,A05576,1592,1592
1834,A05581,1638,1638
1835,A05583,1594,1594
1836,A05587,1603,1603
1837,A05589,1640,1640
1838,A05590,1640,1640
1839,A05594,1616,1616
1840,A05597,1640,1640
1841,A05598,1618,1618
1842,A05599,1633,1633
1843,A05601,1637,1637
1844,A05603,1482,1482
1845,A05604,1637,1637
1846,A05611,1637,1637
1847,A05657,1634,1634
1848,A05679,1589,1589
1849,A05694,1569,1569
1850,A05703,1577,1577
1851,A05710,1580,1580
1852,A05711,1569,1569
1853,A05729,1596,1596
1854,A05734,1630,1630
1855,A05738,1581,1581
1856,A05751,1635,1635
1857,A05777,1531,1531
1858,A05781,1606,1606
1859,A05789,1534,1534
1860,A05801,1615,1615
1861,A05817,1613,1613
1862,A05855,1616,1616
1863,A05861,1497,1497
1864,A05975,1631,1631
1865,A06059,1548,1548
1866,A06065,1618,1618
1867,A06078,1577,1577
1868,A06083,1594,1594
1869,A06089,1629,1629
1870,A06106,1616,1616
1871,A06128,1600,1600
1872,A06129,1631,1631
1873,A06131,1602,1602
1874,A06132,1586,1586
1875,A06133,1607,1607
1876,A06134,1590,1590
1877,A06136,1576,1576
1878,A06137,1590,1590
1879,A06138,1607,1607
1880,A06139,1607,1607
1881,A06140,1573,1573
1882,A06143,1602,1602
1883,A06144,1607,1607
1884,A06145,1591,1591
1885,A06147,1584,1584
1886,A06149,1633,1633
1887,A06150,1613,1613
1888,A06151,1579,1579
1889,A06157,1597,1597
1890,A06162,1584,1584
1891,A06163,1591,1591
1892,A06164,1596,1596
1893,A06165,1592,1592
1894,A06166,1591,1591
1895,A06167,1595,1595
1896,A06168,1593,1593
1897,A06169,1596,1596
1898,A06170,1593,1593
1899,A06171,1596,1596
1900,A06172,1579,1579
1901,A06173,1592,1592
1902,A06177,1615,1615
1903,A06181,1589,1589
1904,A06182,1603,1603
1905,A06183,1596,1596
1906,A06184,1594,1594
1907,A06185,1594,1594
1908,A06190,1614,1614
1909,A06191,1623,1623
1910,A06193,1619,1619
1911,A06194,1620,1620
1912,A06196,1621,1621
1913,A06202,1597,1597
1914,A06203,1593,1593
1915,A06207,1619,1619
1916,A06213,1550,1550
1917,A06214,1562,1562
1918,A06215,1564,1564
1919,A06217,1567,1567
1920,A06218,1568,1568
1921,A06219,1572,1572
1922,A06221,1577,1577
1923,A06226,1586,1586
1924,A06227,1587,1587
1925,A06234,1608,1608
1926,A06236,1612,1612
1927,A06237,1620,1620
1928,A06241,1625,1625
1929,A06242,1625,1625
1930,A06243,1625,1625
1931,A06247,1630,1630
1932,A06248,1630,1630
1933,A06251,1603,1603
1934,A06252,1613,1613
1935,A06253,1625,1625
1936,A06259,1603,1603
1937,A06260,1621,1621
1938,A06268,1626,1626
1939,A06270,1602,1602
1940,A06271,1630,1630
1941,A06273,1612,1612
1942,A06277,1580,1580
1943,A06278,1595,1595
1944,A06279,1628,1628
1945,A06282,1624,1624
1946,A06283,1630,1630
1947,A06284,1621,1621
1948,A06285,1624,1624
1949,A06287,1621,1621
1950,A06288,1636,1636
1951,A06289,1619,1619
1952,A06291,1636,1636
1953,A06296,1611,1611
1954,A06297,1627,1627
1955,A06298,1586,1586
1956,A06299,1630,1630
1957,A06301,1621,1621
1958,A06303,1621,1621
1959,A06305,1603,1603
1960,A06306,1526,1526
1961,A06307,1605,1605
1962,A06309,1667,1667
1963,A06314,1621,1621
1964,A06315,1612,1612
1965,A06316,1636,1636
1966,A06317,1612,1612
1967,A06318,1621,1621
1968,A06325,1527,1527
1969,A06329,1536,1536
1970,A06330,1538,1538
1971,A06337,1630,1630
1972,A06339,1597,1597
1973,A06341,1579,1579
1974,A06343,1620,1620
1975,A06356,1627,1627
1976,A06357,1630,1630
1977,A06362,1613,1613
1978,A06365,1617,1617
1979,A06366,1617,1617
1980,A06369,1621,1621
1981,A06372,1622,1622
1982,A06375,1628,1628
1983,A06377,1562,1562
1984,A06379,1562,1562
1985,A06380,1562,1562
1986,A06384,1630,1630
1987,A06385,1631,1631
1988,A06389,1616,1616
1989,A06393,1640,1640
1990,A06394,1627,1627
1991,A06395,1633,1633
1992,A06396,1633,1633
1993,A06397,1629,1629
1994,A06398,1640,1640
1995,A06400,1597,1597
1996,A06401,1596,1596
1997,A06402,1639,1639
1998,A06405,1624,1624
1999,A06411,1614,1614
2000,A06415,1631,1631
2001,A06422,1532,1532
2002,A06425,1606,1606
2003,A06430,1601,1601
2004,A06431,1598,1598
2005,A06445,1614,1614
2006,A06447,1598,1598
2007,A06448,1598,1598
2008,A06453,1638,1638
2009,A06458,1607,1607
2010,A06460,1546,1546
2011,A06462,1534,1534
2012,A06464,1535,1535
2013,A06467,1533,1533
2014,A06468,1629,1629
2015,A06471,1636,1636
2016,A06472,1640,1640
2017,A06473,1632,1632
2018,A06475,1634,1634
2019,A06476,1582,1582
2020,A06477,1589,1589
2021,A06480,1578,1578
2022,A06481,1581,1581
2023,A06484,1581,1581
2024,A06500,1577,1577
2025,A06502,1581,1581
2026,A06507,1554,1554
2027,A06514,1564,1564
2028,A06517,1610,1610
2029,A06525,1570,1570
2030,A06529,1602,1602
2031,A06534,1634,1634
2032,A06539,1500,1500
2033,A06541,1500,1500
2034,A06543,1477,1477
2035,A06544,1493,1493
2036,A06545,1497,1497
2037,A06548,1531,1531
2038,A06550,1480,1480
2039,A06551,1510,1510
2040,A06553,1477,1477
2041,A06555,1612,1612
2042,A06556,1495,1495
2043,A06558,1484,1484
2044,A06560,1531,1531
2045,A06561,1510,1510
2046,A06562,1535,1535
2047,A06564,1559,1559
2048,A06567,1476,1476
2049,A06568,1497,1497
2050,A06569,1477,1477
2051,A06570,1506,1506
2052,A06572,1520,1520
2053,A06574,1500,1500
2054,A06583,1584,1584
2055,A06589,1591,1591
2056,A06590,1578,1578
2057,A06607,1580,1580
2058,A06619,1592,1592
2059,A06620,1601,1601
2060,A06621,1592,1592
2061,A06622,1594,1594
2062,A06625,1584,1584
2063,A06628,1550,1550
2064,A06629,1597,1597
2065,A06652,1577,1577
2066,A06663,1549,1549
2067,A06664,1630,1630
2068,A06670,1581,1581
2069,A06672,1596,1596
2070,A06673,1596,1596
2071,A06678,1589,1589
2072,A06679,1605,1605
2073,A06682,1634,1634
2074,A06684,1598,1598
2075,A06688,1639,1639
2076,A06693,1560,1560
2077,A06694,1618,1618
2078,A06698,1542,1542
2079,A06703,1599,1599
2080,A06710,1542,1542
2081,A06713,1595,1595
2082,A06719,1542,1542
2083,A06727,1614,1614
2084,A06731,1640,1640
2085,A06733,1577,1577
2086,A06734,1581,1581
2087,A06736,1632,1632
2088,A06742,1600,1600
2089,A06743,1550,1550
2090,A06744,1637,1637
2091,A06745,1620,1620
2092,A06746,1625,1625
2093,A06748,1568,1568
2094,A06751,1613,1613
